Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length,Losses/Value Loss,Losses/Policy Loss
1000,1.3837907,0.00029998503,-0.14528123,-0.3568133120151127,-0.3568133072097707,266.4117647058824,0.010257133,0.23999025
2000,1.3421794,0.00029995505,-0.061414517,-0.21703754947520792,-0.21703754959958133,378.875,0.003915808,0.24229036
3000,1.307893,0.00029992504,0.01710932,-0.024498403382798035,-0.02449840312159116,403.0,0.0042337584,0.24069966
4000,1.2592125,0.000299895,-0.016716642,-0.11660834223342438,-0.11660834473271582,496.0,3.222667e-05,0.24256258
5000,1.2218553,0.000299865,-0.018638996,-0.10139792792809506,-0.1013979277636281,496.0,2.5715803e-05,0.23937368
6000,1.1827139,0.00029983502,-0.025753094,-0.23831733538267705,-0.2383173387419307,475.9230769230769,0.0008036474,0.24196267
7000,1.1613742,0.00029980502,-0.014435786,-0.028519676000412022,-0.02851968297246848,435.92857142857144,0.0024191737,0.2467369
8000,1.1270614,0.00029977504,-0.10749191,-0.36938427486702013,-0.36938427953186637,316.10526315789474,0.003860162,0.24223088
9000,1.08748,0.00029974504,-0.10175252,-0.37755787873174995,-0.3775578695202739,361.375,0.0026395048,0.24504215
10000,1.0431421,0.00029971503,-0.06451453,-0.15819167609636983,-0.15819167740922543,477.3333333333333,0.00015690898,0.24566689
11000,1.0378661,0.00029968502,-0.030091671,-0.14802694449631068,-0.14802694063319694,475.0,0.0007265097,0.24056771
12000,0.9871438,0.00029965505,-0.020501783,-0.38821252142744406,-0.3882125293718803,433.7857142857143,0.00086568506,0.24046025
13000,0.9734059,0.00029962504,-0.025751667,-0.09858959851165612,-0.09858959520715871,496.0,2.9214782e-06,0.23371734
14000,0.9423689,0.00029959503,-0.020617416,-0.10075626460214455,-0.10075626190276428,496.0,3.093336e-06,0.23699294
15000,0.9252849,0.00029956503,-0.02083376,-0.10031876418118675,-0.1003187616414228,496.0,6.110034e-07,0.2404205
16000,0.8997973,0.00029953502,-0.017800136,-0.045063477725936815,-0.04506347853524718,461.0,0.00068237155,0.24897814
17000,0.9063078,0.000299505,-0.019298341,-0.14673078762224087,-0.1467307866401265,471.61538461538464,0.00056459446,0.23360533
18000,0.8830305,0.000299475,-0.035748824,-0.14600193436042622,-0.14600193234918363,439.0769230769231,7.109313e-05,0.23338413
19000,0.84522766,0.00029944503,-0.027031343,-0.12906668335199356,-0.12906667964898588,496.0,4.553084e-06,0.23902053
20000,0.84053934,0.00029941506,-0.019792058,-0.15736460111414394,-0.1573646006064943,491.5,0.00020717023,0.24861297
21000,0.8032609,0.00029938502,-0.020923756,-0.10297501442784612,-0.10297501204662364,496.0,3.7709872e-06,0.23747388
22000,0.7950649,0.00029935504,-0.041198757,-0.225478872943383,-0.2254788698309522,481.0,0.00040814764,0.24387838
23000,0.776323,0.00029932504,-0.040917892,-0.08478656454155079,-0.08478656309699335,429.15384615384613,0.0028413374,0.24353103
24000,0.7513243,0.00029929503,-0.020775,-0.0996000156737864,-0.09960001197926734,496.0,3.0698158e-07,0.24199694
25000,0.7462871,0.00029926503,-0.022534687,-0.09882501473960777,-0.09882501189288935,496.0,1.2403972e-05,0.24411027
26000,0.7255781,0.00029923505,-0.027048768,-0.121316681150347,-0.12131667897559358,496.0,7.827246e-06,0.24196295
27000,0.6769336,0.000299205,-0.02231368,-0.1296520958033701,-0.12965209525964383,496.0,3.414139e-06,0.24420398
28000,0.64959776,0.00029917504,-0.021837698,-0.10092501388862729,-0.10092501190865732,496.0,1.6722574e-06,0.24292554
29000,0.6170602,0.00029914503,-0.019942675,-0.10528543203448255,-0.10528542915199068,496.0,3.022357e-06,0.24671027
30000,0.5769155,0.00029911502,-0.023605961,-0.1708500161767006,-0.17085001928247343,492.0833333333333,0.00036811136,0.23729223
31000,0.5612619,0.00029908505,-0.020892613,-0.10602293163537979,-0.10602292900027048,496.0,8.9755883e-07,0.23787099
32000,0.57340884,0.00029905504,-0.020767458,-0.10028751567006111,-0.10028751199312562,496.0,5.869352e-07,0.23621139
33000,0.558618,0.00029902504,-0.020749118,-0.10181668121367693,-0.10181667836301737,496.0,6.7190956e-07,0.24995036
34000,0.5385803,0.00029899506,-0.020933853,-0.10025834726790588,-0.10025834518592092,496.0,8.4375654e-07,0.24202313
35000,0.5148684,0.000298965,-0.02717156,-0.147647924721241,-0.1476479263216485,472.9166666666667,0.00018775859,0.23760866
36000,0.49931243,0.00029893502,-0.03550534,-0.2701135193929076,-0.27011351190790617,424.0,0.0013909556,0.2384996
37000,0.49658087,0.000298905,-0.030390646,-0.19855000444554857,-0.1985500046713631,436.0,0.00032608508,0.23581646
38000,0.4949806,0.00029887503,-0.058213968,-0.16754586179740727,-0.167545860182751,475.5833333333333,0.00058829883,0.24520923
39000,0.48411524,0.00029884503,-0.039865777,-0.199029174219403,-0.1990291757951531,364.0,0.00015266222,0.23867548
40000,0.4621896,0.00029881502,-0.10853101,-0.3653353518970749,-0.365335351364218,322.8235294117647,0.0023560736,0.24458113
41000,0.44212332,0.00029878502,-0.03710219,-0.10920715345335859,-0.10920715427632136,451.5,2.3493169e-05,0.2391672
42000,0.4349923,0.000298755,-0.023115037,-0.04453848588925142,-0.04453848660593324,474.53846153846155,5.1215004e-05,0.24052937
43000,0.42586508,0.000298725,-0.012459224,-0.06107681231307132,-0.061076810101829845,444.57142857142856,0.0018166485,0.24009869
44000,0.3976905,0.00029869503,-0.02086358,-0.25861967720889617,-0.2586196764167263,390.7142857142857,0.00092187285,0.23942901
45000,0.3791814,0.00029866505,-0.024029028,-0.09829584431524079,-0.09829584461355505,496.0,4.495979e-06,0.23825851
46000,0.36531988,0.00029863504,-0.020866297,-0.096944241426312,-0.09694424180228313,466.0,4.7202006e-06,0.24181019
47000,0.32470447,0.00029860504,-0.019981539,-0.09666042813720803,-0.09666042806687376,496.0,6.180607e-07,0.25152713
48000,0.26893362,0.00029857503,-0.02050607,-0.0950979283079505,-0.09509792769828589,496.0,3.44804e-07,0.24687852
49000,0.22175035,0.00029854503,-0.027023943,-0.15919808112084866,-0.159198083607687,458.7692307692308,0.00019627725,0.24312896
50000,0.19003718,0.00029851502,-0.022176435,-0.09784584717514615,-0.09784584504192632,496.0,2.5181737e-06,0.23519059
51000,0.18237689,0.00029848504,-0.019892365,-0.09989168277631204,-0.0998916786799479,496.0,1.16741525e-07,0.24344228
52000,0.1349699,0.00029845504,-0.030386126,-0.1668104362906888,-0.16681043524067718,482.6666666666667,0.0003585398,0.24200718
53000,0.10646013,0.00029842503,-0.05410805,-0.38846075953915715,-0.38846075572512617,413.92857142857144,0.0011017491,0.24121986
54000,0.06999562,0.00029839503,-0.034641158,-0.13445001235231757,-0.13445000963550532,474.75,2.1678423e-05,0.24620901
55000,0.030625498,0.000298365,-0.021545026,-0.09933751526599129,-0.09933751194967044,496.0,1.5135308e-07,0.2409871
56000,0.024075856,0.000298335,-0.024417372,-0.14775964015951523,-0.14775963557692123,471.7692307692308,0.00040871985,0.24475627
57000,-0.009851477,0.00029830504,-0.024443818,-0.09638751375799377,-0.09638751161795274,496.0,1.1641002e-05,0.23606597
58000,-0.0018291252,0.00029827506,-0.020964395,-0.09736251404198508,-0.0973625117261084,496.0,9.419197e-07,0.2442257
59000,0.016209736,0.00029824502,-0.017783377,-0.09686042609003682,-0.09686042816444267,496.0,5.1624756e-06,0.24633218
60000,-0.011045307,0.00029821502,-0.06473325,-0.33726168557380637,-0.337261690291416,424.2,0.00059608545,0.23082139
61000,-0.05405815,0.00029818504,-0.10974532,-0.387467691072208,-0.38746769007989584,335.3529411764706,0.0014622966,0.22640644
62000,-0.108951226,0.00029815504,-0.12356024,-0.47019692847970873,-0.47019693487027325,356.875,0.0017564024,0.24253045
63000,-0.12374978,0.00029812503,-0.026967429,-0.20832711233136555,-0.20832711150205796,469.6666666666667,0.00086920464,0.24345908
64000,-0.13820459,0.00029809505,-0.022892028,-0.09889584841827552,-0.09889584523883362,496.0,2.6560892e-05,0.24573718
65000,-0.14642127,0.00029806502,-0.02328481,-0.10119376579920451,-0.10119376191748113,496.0,4.5678635e-06,0.24384102
66000,-0.12686966,0.00029803504,-0.026366364,-0.14080385956913233,-0.14080386138182524,475.7692307692308,0.0001846624,0.24296014
67000,-0.13214801,0.00029800503,-0.032765783,-0.09623959489787619,-0.09623959475675292,496.0,1.9272422e-05,0.24528092
68000,-0.15633154,0.00029797503,-0.024206221,-0.09607292991131544,-0.09607292824527273,496.0,1.6110644e-06,0.24338976
69000,-0.18820962,0.00029794502,-0.025076691,-0.19090579364162225,-0.19090579346727912,456.46153846153845,0.0005661479,0.24419719
70000,-0.22376288,0.00029791502,-0.027808603,-0.05466539745863814,-0.054665398593127836,476.6923076923077,0.0020123085,0.23603259
71000,-0.23729551,0.00029788504,-0.084206246,-0.2934666858572099,-0.2934666878351588,310.22222222222223,0.0026686538,0.22955999
72000,-0.25013193,0.00029785506,-0.13570954,-0.2086000608978793,-0.2086000574807258,307.5,0.0043863878,0.23598756
73000,-0.2557516,0.000297825,-0.03515363,-0.1397236565179709,-0.13972365880535006,325.1111111111111,0.005573142,0.23019966
74000,-0.24696973,0.00029779502,-0.100388095,-0.31076473811203065,-0.31076473292983686,361.70588235294116,0.0007282891,0.23748551
75000,-0.2563094,0.00029776501,-0.09926028,-0.19325966169484532,-0.19325966208215015,408.3076923076923,0.001863118,0.23608395
76000,-0.24981524,0.00029773504,-0.084097914,-0.27822859425629887,-0.2782286004610017,412.5,0.0007278735,0.24141286
77000,-0.26186892,0.00029770503,-0.09826445,-0.36128286307211965,-0.3612828616284105,420.25,0.00096426805,0.24428183
78000,-0.282523,0.00029767503,-0.077896796,-0.14860627031885087,-0.14860626742741564,461.25,0.00015186735,0.2387003
79000,-0.30173475,0.00029764502,-0.030615842,-0.11143335631738106,-0.11143335937110048,439.93333333333334,0.0013223297,0.23554894
80000,-0.33232448,0.000297615,-0.10359397,-0.34595775023962444,-0.3459577521685927,428.7692307692308,0.0010237505,0.23949607
81000,-0.33622354,0.000297585,-0.0667059,-0.14720834659722945,-0.14720834818672301,496.0,4.7921385e-05,0.23684077
82000,-0.34021664,0.00029755503,-0.03139557,-0.10947116199307717,-0.10947116386607657,475.0,6.146304e-05,0.23271036
83000,-0.3325699,0.00029752505,-0.030362587,-0.09698126185685396,-0.09698126146849972,496.0,4.8668485e-06,0.23815434
84000,-0.3260832,0.00029749505,-0.021745836,-0.09759168070740998,-0.09759167841806023,496.0,6.755338e-07,0.24171591
85000,-0.3325912,0.000297465,-0.02915011,-0.09560834500007331,-0.09560834468159858,496.0,1.8821602e-05,0.23536839
86000,-0.3390436,0.00029743504,-0.024134768,-0.0959854293614626,-0.09598542813349316,496.0,1.3520845e-06,0.24405877
87000,-0.3746473,0.00029740503,-0.032370105,-0.10466733847100002,-0.10466733976360186,443.38461538461536,0.0014760905,0.2291131
88000,-0.38250417,0.00029737502,-0.021557178,-0.08908542288312067,-0.08908542652822386,489.4166666666667,1.739246e-05,0.23096682
89000,-0.3935863,0.00029734505,-0.030068392,-0.1492666678968817,-0.14926667125716145,455.1666666666667,9.298278e-05,0.23315294
90000,-0.41488683,0.00029731504,-0.081820734,-0.22657667621970176,-0.22657667655754873,393.8,0.0003386752,0.2418051
91000,-0.4341114,0.00029728503,-0.0679023,-0.2206892921655838,-0.2206893021288384,441.85714285714283,0.00039759808,0.23422833
92000,-0.46957824,0.00029725503,-0.03673731,-0.008455783809320284,-0.008455785873593413,490.2307692307692,2.5252766e-05,0.24347325
93000,-0.49395528,0.000297225,-0.0664412,-0.35248217009939253,-0.35248217597732684,387.57142857142856,0.0030183732,0.23943089
94000,-0.5177172,0.00029719502,-0.11203944,-0.20951976896704813,-0.20951976648958456,345.4736842105263,0.0012854026,0.24296068
95000,-0.53052175,0.00029716504,-0.075691134,-0.37888466950076133,-0.37888467074788845,466.0,0.001130646,0.24017648
96000,-0.535429,0.00029713506,-0.05878385,-0.13313959329389036,-0.13313959148990762,489.5833333333333,0.0009559997,0.2463361
97000,-0.54410726,0.00029710503,-0.03301096,-0.09407501178793609,-0.09407501136259573,496.0,0.00012119211,0.23794094
98000,-0.5417433,0.00029707502,-0.03268497,-0.19012118288530752,-0.1901211844601326,459.38461538461536,0.0008318928,0.23548007
99000,-0.5363384,0.00029704504,-0.025483362,-0.09330626111477613,-0.09330626100760735,496.0,1.2105501e-05,0.2419991
100000,-0.5490534,0.00029701504,-0.023913749,-0.15893463453707787,-0.1589346373348235,466.84615384615387,0.00039288323,0.2371279
101000,-0.56699675,0.00029698503,-0.1931896,-0.5039870125727485,-0.5039870248704613,242.2608695652174,0.002001861,0.23471716
102000,-0.62358254,0.00029695506,-0.06291431,-0.14683335002822182,-0.14683334894577152,484.0,0.00019495693,0.23650265
103000,-0.65163374,0.00029692502,-0.019485028,-0.09753959734613697,-0.09753959508361731,496.0,2.3693344e-06,0.23705257
104000,-0.6567201,0.000296895,-0.019104809,-0.09578959690406919,-0.09578959487453176,496.0,2.8143408e-05,0.2345191
105000,-0.6581674,0.00029686504,-0.018857004,-0.1072812598819534,-0.10728126026181901,477.3333333333333,1.07024125e-05,0.23552795
106000,-0.6947196,0.00029683503,-0.024654398,-0.0890395938185975,-0.08903959419709888,496.0,7.186457e-06,0.23607633
107000,-0.6994485,0.00029680502,-0.02704067,-0.16283752716844901,-0.16283753237833784,470.25,0.00059206877,0.24296713
108000,-0.7266918,0.00029677502,-0.04001808,-0.17287919736312082,-0.1728791998319442,490.5833333333333,0.0005867112,0.24538797
109000,-0.7632068,0.00029674504,-0.039147075,-0.17762886749831244,-0.1776288680216217,456.9230769230769,0.0003343541,0.23537171
110000,-0.80049926,0.00029671506,-0.031852923,-0.2134788790717721,-0.2134788832578264,468.0,0.00096064096,0.24082476
111000,-0.83724314,0.000296685,-0.023121139,-0.08664792862449151,-0.08664792724994186,496.0,2.7595444e-05,0.23503192
112000,-0.8480444,0.00029665502,-0.027859215,-0.08378959430653292,-0.08378959360303877,496.0,8.39845e-06,0.22980316
113000,-0.853707,0.00029662502,-0.024933102,-0.07959792595162678,-0.07959792639106429,496.0,1.4429152e-05,0.24187478
114000,-0.8853383,0.00029659504,-0.016755458,-0.08370001018435384,-0.08370001025923557,496.0,1.5382903e-06,0.23465766
115000,-0.91565126,0.00029656503,-0.071604416,-0.31683535988678857,-0.31683536259890177,390.8235294117647,0.0014065513,0.23750392
116000,-0.92538375,0.00029653503,-0.081181675,-0.26100196082888244,-0.26100196190376523,422.46153846153845,0.0018166497,0.23034298
117000,-0.9153893,0.00029650502,-0.03033061,-0.0857833442617751,-0.0857833438143037,496.0,6.099262e-05,0.24036445
118000,-0.92845154,0.00029647502,-0.020313222,-0.08858334613614716,-0.0885833441207069,496.0,2.642731e-06,0.24145482
119000,-0.95456076,0.000296445,-0.029898167,-0.08587709225685103,-0.08587709339023301,496.0,6.634443e-05,0.24431014
120000,-0.99411714,0.00029641503,-0.15619567,-0.4328838090528734,-0.4328838108154741,290.2,0.0024585174,0.22783585
121000,-1.0227197,0.00029638506,-0.032848943,-0.09296042992112537,-0.09296042777138307,496.0,5.7264733e-05,0.24154001
122000,-1.0497518,0.00029635505,-0.019461103,-0.09381459727107237,-0.09381459468977482,496.0,8.183709e-07,0.2296331
123000,-1.0524124,0.00029632502,-0.018363459,-0.09110001410061325,-0.09110001106471993,496.0,9.2709234e-07,0.23557469
124000,-1.080543,0.00029629504,-0.046904217,-0.13883655496801323,-0.1388365550445507,483.7692307692308,0.00026800105,0.23141001
125000,-1.0899099,0.00029626503,-0.024511674,-0.10828542508776688,-0.10828542551189457,484.5833333333333,7.0569e-05,0.22394337
126000,-1.0962361,0.00029623503,-0.017286772,-0.08806459547486156,-0.08806459406271945,496.0,1.0647769e-06,0.2386006
127000,-1.1269599,0.00029620505,-0.017912501,-0.08743542985757813,-0.08743542732296798,496.0,4.3137388e-07,0.24378707
128000,-1.1699588,0.00029617507,-0.017322188,-0.08767709659635632,-0.08767709403567399,496.0,3.6958045e-07,0.2435531
129000,-1.1856188,0.000296145,-0.018926961,-0.08834792989606892,-0.08834792743982689,496.0,2.4426376e-07,0.25045082
130000,-1.2146211,0.00029611503,-0.017537827,-0.12645000828585276,-0.1264500064380627,492.1666666666667,6.8508736e-05,0.2440835
131000,-1.2398733,0.000296085,-0.0813662,-0.23633080956866392,-0.23633080865329248,417.0769230769231,0.0006223218,0.23283958
132000,-1.2455053,0.00029605502,-0.04389325,-0.1178596246530875,-0.1178596234532541,460.38461538461536,0.00017893364,0.23595877
133000,-1.2228215,0.00029602504,-0.037060484,-0.15037501832165828,-0.15037501687542176,466.61538461538464,0.00056128774,0.22933413
134000,-1.219689,0.00029599504,-0.24077494,-0.46170816940430087,-0.4617081680636147,164.925,0.0029022347,0.22960216
135000,-1.2076871,0.00029596503,-0.34448546,-0.5549565826493139,-0.5549565827364759,79.0,0.007900818,0.23151563
